model,write_mode,delay_len,max_mem,eval_acc_mean,eval_acc_std,acc_mean_tail_mean,acc_mean_tail_std,source_survival_rate_mean,source_survival_rate_std,attn_mass_source_mean,attn_mass_source_std,attn_mass_noise_mean,attn_mass_noise_std,attn_mass_sep_mean,attn_mass_sep_std,attn_mass_other_mean,attn_mass_other_std,attn_entropy_mean,attn_entropy_std,mem_source_entries_mean,mem_source_entries_std,mem_noise_entries_mean,mem_noise_entries_std,mem_sep_entries_mean,mem_sep_entries_std,eval_error_rate_mean,eval_error_rate_std,err_sep_rate_mean,err_sep_rate_std,err_source_only_rate_mean,err_source_only_rate_std,err_noise_only_rate_mean,err_noise_only_rate_std,err_both_source_and_noise_rate_mean,err_both_source_and_noise_rate_std,err_other_rate_mean,err_other_rate_std
gated,source-only,40,10,0.5767299229545253,0.02425296379742254,0.5517991187572479,0.018561852844717813,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05923092095015035,0.03552983096787366,10.0,0.0,0.0,0.0,0.0,0.0,0.42327008928571425,0.024252965522009777,0.0,0.0,0.12585238438679494,0.009606015410729649,0.0,0.0,0.874147615613205,0.009606015410729609,0.0,0.0
gated,source-only,40,15,0.7626116201281548,0.022871267491262743,0.7506884051220758,0.028721552569308532,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08703894111593916,0.052615590826009195,15.0,0.0,0.0,0.0,0.0,0.0,0.23738839285714278,0.02287126808585607,0.0,0.0,0.1324181388195412,0.02333511907156945,0.0,0.0,0.8675818611804588,0.0233351190715694,0.0,0.0
gated,source-only,40,20,1.0,0.0,0.9964901830979755,0.0005952471797940787,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03691500654843231,0.01262636538432478,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gated,source-only,40,25,1.0,0.0,0.9964901830979755,0.0005952471797940787,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03691500654843231,0.01262636538432478,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gated,source-only,40,30,1.0,0.0,0.9964901830979755,0.0005952471797940787,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03691500654843231,0.01262636538432478,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gated,source-only,80,10,0.5692801470203059,0.015563729348079848,0.5470571544510977,0.009639554762142243,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05587316266194511,0.0193711404310501,10.0,0.0,0.0,0.0,0.0,0.0,0.4307198660714286,0.015563728451825815,0.0,0.0,0.018978673258823374,0.0034751566920170765,0.0,0.0,0.9810213267411766,0.003475156692017141,0.0,0.0
gated,source-only,80,15,0.7775669768452644,0.035307189967361124,0.7605330475228174,0.03809202048840218,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10207876451646107,0.07115609416492023,15.0,0.0,0.0,0.0,0.0,0.0,0.22243303571428566,0.035307189825070515,0.0,0.0,0.019099408386906987,0.004533247344688581,0.0,0.0,0.980900591613093,0.004533247344688538,0.0,0.0
gated,source-only,80,20,1.0,0.0,0.9968607177053179,0.000787777070995238,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034974450628007074,0.006342527806456827,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gated,source-only,80,25,1.0,0.0,0.9968607177053179,0.000787777070995238,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034974450628007074,0.006342527806456827,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gated,source-only,80,30,1.0,0.0,0.9968607177053179,0.000787777070995238,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034974450628007074,0.006342527806456827,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
