acc_best,acc_last,acc_mean_tail,acc_std_tail,attn_entropy,attn_mass_noise,attn_mass_other,attn_mass_sep,attn_mass_source,delay_len,err_both_source_and_noise,err_both_source_and_noise_rate,err_noise_only,err_noise_only_rate,err_other,err_other_rate,err_sep,err_sep_rate,err_source_only,err_source_only_rate,eval_acc,eval_batches,eval_correct_tokens,eval_error_rate,eval_tail,eval_total_tokens,eval_wrong_tokens,gate_max,gate_mean,gate_min,loss_best,loss_mean_tail,loss_std_tail,mask_mode,max_mem,mem_entries_total,mem_noise_entries,mem_sep_entries,mem_source_entries,model,num_steps,phase,run_mode,seed,source_survival_rate,window_size,write_mode
1.0,1.0,0.9964750051498413,0.004116953136027854,0.0450571714900434,0.0,0.0,0.0,1.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.001857853727415204,0.01861066670017317,0.01811395581194034,forced,25,20,0,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-only
1.0,1.0,0.9964750051498413,0.004116953136027854,0.0450571714900434,0.0,0.0,0.0,1.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.001857853727415204,0.01861066670017317,0.01811395581194034,forced,30,20,0,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-only
0.10312499850988388,0.07500000298023224,0.054012500956654545,0.013086007833226445,3.863013908267021,1.0,0.0,0.0,0.0,80,213.625,0.7152376548753602,82.125,0.27328017461058385,0.6875,0.0023148148148148147,0.0,0.0,2.6875,0.009167355699241136,0.06523437635041773,16,20.875,0.9347656249999999,500,320.0,299.125,-1.0,-1.0,-1.0,2.9780242443084717,2.996289933681488,0.005805008836267497,forced,80,80,80,0,0,naive,3001,expB_memory_diagnostics,main,0,0.0,8,prefix-all
0.934374988079071,0.9125000238418579,0.9018062621355056,0.009063532480881344,0.16178459394723177,0.1999989002943039,0.0,0.10041686659678817,0.6995842680335045,80,29.75,0.989780745967742,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.010219254032258065,0.9060546942055225,16,289.9375,0.0939453125,500,320.0,30.0625,-1.0,-1.0,-1.0,0.14381912350654602,0.19428166913986206,0.019277992092499713,forced,100,100,80,1,19,naive,3001,expB_memory_diagnostics,main,0,0.95,8,prefix-all
1.0,0.9937500357627869,0.9941562600135804,0.004678212804397829,0.08181754779070616,5.704929435523809e-05,0.0,0.006452507892390713,0.9934904873371124,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.004268842749297619,0.02772717730794102,0.01805890340500393,forced,101,101,80,1,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,prefix-all
1.0,0.9937500357627869,0.9941562600135804,0.004678212804397829,0.08181754779070616,5.704929435523809e-05,0.0,0.006452507892390713,0.9934904873371124,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.004268842749297619,0.02772717730794102,0.01805890340500393,forced,102,101,80,1,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,prefix-all
1.0,0.9937500357627869,0.9941562600135804,0.004678212804397829,0.08181754779070616,5.704929435523809e-05,0.0,0.006452507892390713,0.9934904873371124,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.004268842749297619,0.02772717730794102,0.01805890340500393,forced,120,101,80,1,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,prefix-all
1.0,1.0,0.9964750051498413,0.004116953136027854,0.0450571714900434,0.0,0.0,0.0,1.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.001857853727415204,0.01861066670017317,0.01811395581194034,forced,20,20,0,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
1.0,1.0,0.9958562564849853,0.004011356284236888,0.05635516718029976,3.343508956277219e-05,0.0,0.0,0.9999665915966034,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.002739283023402095,0.021713453389704228,0.01721408656446959,forced,25,25,5,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
1.0,0.9906250238418579,0.9962750060558319,0.0035065905659366087,0.058939864160493016,1.7903477555591962e-05,0.0,0.0,0.9999821074306965,80,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998046867549419,16,319.9375,0.0001953125,500,320.0,0.0625,-1.0,-1.0,-1.0,0.003095241729170084,0.019939638920594006,0.01538067140887025,forced,30,30,10,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
1.0,1.0,0.9949250075817108,0.004501102406822782,0.0525999607052654,1.1849994393742236e-05,0.0,0.0,0.9999881722033024,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.0036806645803153515,0.02550375110981986,0.01813042222218905,forced,40,40,20,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
1.0,1.0,0.9929250118732452,0.005075888660953772,0.09394737798720598,5.067538813818828e-05,0.0,0.0,0.9999493546783924,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.005989565048366785,0.033247303563170134,0.020386286521960607,forced,60,60,40,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
1.0,0.9937500357627869,0.9930750133991242,0.004862702910241869,0.07984642777591944,0.00010227869552181801,0.0,0.0,0.9998977445065975,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.00546904094517231,0.032797825530171396,0.01990635615693649,forced,80,80,60,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
1.0,1.0,0.9939625105857849,0.00485268226617168,0.08123091980814934,0.00010530737699809833,0.0,0.0,0.9998947232961655,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,320.0,0.0,500,320.0,0.0,-1.0,-1.0,-1.0,0.004550851881504059,0.028424488537013532,0.01915263444249184,forced,100,100,80,0,20,naive,3001,expB_memory_diagnostics,main,0,1.0,8,source-pinned-noise-fifo
0.596875011920929,0.559374988079071,0.5573812625408172,0.013373742614928042,0.10896446695551276,0.0,0.0,0.0,1.0,40,112.9375,0.8597656178074721,0.0,0.0,0.0,0.0,0.0,0.0,18.4375,0.14023438219252787,0.5894531346857548,16,188.625,0.410546875,500,320.0,131.375,0.9999933019280434,0.9966665022075176,0.9812468253076077,0.8383914232254028,0.9176223295927047,0.030702144824975915,forced,10,10,0,0,10,gated,3001,expB_memory_diagnostics,main,0,0.5,8,source-only
0.796875,0.7750000357627869,0.7717000114917755,0.0074430541879362605,0.05909933988004923,0.0,0.0,0.0,1.0,40,64.0,0.9136903872972749,0.0,0.0,0.0,0.0,0.0,0.0,6.0625,0.08630961270272504,0.7810546979308128,16,249.9375,0.21894531249999996,500,320.0,70.0625,0.9999996423721313,0.9985655546188354,0.9865420497953892,0.48798075318336487,0.5513063957095146,0.01988418120261701,forced,15,15,0,0,15,gated,3001,expB_memory_diagnostics,main,0,0.75,8,source-only
