model,write_mode,delay_len,max_mem,metric,mean,std,min,max,n_seeds
gated,source-only,80,20,eval_error_rate,0.0,0.0,0.0,0.0,7
gated,source-only,80,20,mem_noise_entries,0.0,0.0,0.0,0.0,7
gated,source-only,80,20,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-only,80,20,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-only,80,20,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-only,80,25,acc_mean_tail,0.9968607177053179,0.000787777070995238,0.9957687550783156,0.9978000012636185,7
gated,source-only,80,25,attn_entropy,0.034974450628007074,0.006342527806456827,0.0238895447691902,0.0415302412584424,7
gated,source-only,80,25,attn_mass_noise,0.0,0.0,0.0,0.0,7
gated,source-only,80,25,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-only,80,25,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-only,80,25,attn_mass_source,1.0,0.0,1.0,1.0,7
gated,source-only,80,25,err_both_source_and_noise_rate,0.0,0.0,0.0,0.0,7
gated,source-only,80,25,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-only,80,25,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-only,80,25,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-only,80,25,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-only,80,25,eval_acc,1.0,0.0,1.0,1.0,7
gated,source-only,80,25,eval_error_rate,0.0,0.0,0.0,0.0,7
gated,source-only,80,25,mem_noise_entries,0.0,0.0,0.0,0.0,7
gated,source-only,80,25,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-only,80,25,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-only,80,25,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-only,80,30,acc_mean_tail,0.9968607177053179,0.000787777070995238,0.9957687550783156,0.9978000012636185,7
gated,source-only,80,30,attn_entropy,0.034974450628007074,0.006342527806456827,0.0238895447691902,0.0415302412584424,7
gated,source-only,80,30,attn_mass_noise,0.0,0.0,0.0,0.0,7
gated,source-only,80,30,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-only,80,30,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-only,80,30,attn_mass_source,1.0,0.0,1.0,1.0,7
gated,source-only,80,30,err_both_source_and_noise_rate,0.0,0.0,0.0,0.0,7
gated,source-only,80,30,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-only,80,30,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-only,80,30,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-only,80,30,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-only,80,30,eval_acc,1.0,0.0,1.0,1.0,7
gated,source-only,80,30,eval_error_rate,0.0,0.0,0.0,0.0,7
gated,source-only,80,30,mem_noise_entries,0.0,0.0,0.0,0.0,7
gated,source-only,80,30,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-only,80,30,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-only,80,30,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,40,20,acc_mean_tail,0.9964901830979755,0.0005952471797940787,0.9957250069379806,0.99740625166893,7
gated,source-pinned-noise-fifo,40,20,attn_entropy,0.03691500654843231,0.01262636538432478,0.0243564860429614,0.062936603790149,7
gated,source-pinned-noise-fifo,40,20,attn_mass_noise,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,20,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,20,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,20,attn_mass_source,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,40,20,err_both_source_and_noise_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,20,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,20,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,20,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,20,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,20,eval_acc,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,40,20,eval_error_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,20,mem_noise_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,20,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,20,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,40,20,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,40,25,acc_mean_tail,0.9961455409186227,0.0007516781433853022,0.9948125081062316,0.9971250032186508,7
gated,source-pinned-noise-fifo,40,25,attn_entropy,0.038165372646679775,0.007190520982057299,0.0282803986920043,0.0491731311194598,7
gated,source-pinned-noise-fifo,40,25,attn_mass_noise,1.738008408835867e-05,1.8585033699125927e-05,4.59466734525904e-06,5.353906283289689e-05,7
gated,source-pinned-noise-fifo,40,25,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,25,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,25,attn_mass_source,0.9999826412115779,1.8589269973648537e-05,0.9999464675784112,0.9999954253435136,7
gated,source-pinned-noise-fifo,40,25,err_both_source_and_noise_rate,0.008928571428571428,0.023622779563076703,0.0,0.0625,7
gated,source-pinned-noise-fifo,40,25,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,25,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,25,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,25,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,25,eval_acc,0.9999720981078488,7.382146774003913e-05,0.999804686754942,1.0,7
gated,source-pinned-noise-fifo,40,25,eval_error_rate,2.7901785714285717e-05,7.382118613461469e-05,0.0,0.0001953125,7
gated,source-pinned-noise-fifo,40,25,mem_noise_entries,5.0,0.0,5.0,5.0,7
gated,source-pinned-noise-fifo,40,25,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,25,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,40,25,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,40,30,acc_mean_tail,0.9967589326075146,0.0009079693657383693,0.994812508225441,0.9975312511920928,7
gated,source-pinned-noise-fifo,40,30,attn_entropy,0.03392933114498317,0.005716011570256241,0.0262282296316698,0.0388446124270558,7
gated,source-pinned-noise-fifo,40,30,attn_mass_noise,5.416633972085297e-06,2.821107185610716e-06,1.6683733790046062e-06,9.22479227938311e-06,7
gated,source-pinned-noise-fifo,40,30,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,30,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,30,attn_mass_source,0.9999945999256202,2.8211090409337714e-06,0.9999907948076724,0.9999983571469784,7
gated,source-pinned-noise-fifo,40,30,err_both_source_and_noise_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,30,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,30,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,30,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,30,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,30,eval_acc,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,40,30,eval_error_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,30,mem_noise_entries,10.0,0.0,10.0,10.0,7
gated,source-pinned-noise-fifo,40,30,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,30,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,40,30,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,40,40,acc_mean_tail,0.9966535755566188,0.0007710129236978264,0.9956750075817108,0.9980562499761582,7
gated,source-pinned-noise-fifo,40,40,attn_entropy,0.03328305552713567,0.006612960405677177,0.024217706057243,0.0424180745612829,7
gated,source-pinned-noise-fifo,40,40,attn_mass_noise,9.503900302933386e-06,1.8649255202550665e-05,6.85337798955743e-07,5.156332440492406e-05,7
gated,source-pinned-noise-fifo,40,40,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,40,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,40,attn_mass_source,0.9999905228614807,1.864458334077671e-05,0.999948475509882,0.9999993443489076,7
gated,source-pinned-noise-fifo,40,40,err_both_source_and_noise_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,40,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,40,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,40,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,40,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,40,eval_acc,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,40,40,eval_error_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,40,mem_noise_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,40,40,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,40,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,40,40,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,40,60,acc_mean_tail,0.996516969186919,0.000524722216687305,0.9957812579870224,0.9973562532663344,7
gated,source-pinned-noise-fifo,40,60,attn_entropy,0.051200664602220024,0.01938345416787269,0.0296640349552035,0.0881823031231761,7
gated,source-pinned-noise-fifo,40,60,attn_mass_noise,0.028451317598842646,0.07524510310143583,3.094248839374813e-06,0.1990911699831485,7
gated,source-pinned-noise-fifo,40,60,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,60,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,60,attn_mass_source,0.9715487084218434,0.07524510471815817,0.8009088523685932,0.9999969191849232,7
gated,source-pinned-noise-fifo,40,60,err_both_source_and_noise_rate,0.017857142857142856,0.04724555912615341,0.0,0.125,7
gated,source-pinned-noise-fifo,40,60,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,60,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,60,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,60,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,60,eval_acc,0.9999441962156977,0.00014764293548015544,0.999609373509884,1.0,7
gated,source-pinned-noise-fifo,40,60,eval_error_rate,5.5803571428571434e-05,0.0001476423722692294,0.0,0.000390625,7
gated,source-pinned-noise-fifo,40,60,mem_noise_entries,40.0,0.0,40.0,40.0,7
gated,source-pinned-noise-fifo,40,60,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,60,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,40,60,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,40,80,acc_mean_tail,0.996516969186919,0.000524722216687305,0.9957812579870224,0.9973562532663344,7
gated,source-pinned-noise-fifo,40,80,attn_entropy,0.051200664602220024,0.01938345416787269,0.0296640349552035,0.0881823031231761,7
gated,source-pinned-noise-fifo,40,80,attn_mass_noise,0.028451317598842646,0.07524510310143583,3.094248839374813e-06,0.1990911699831485,7
gated,source-pinned-noise-fifo,40,80,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,80,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,80,attn_mass_source,0.9715487084218434,0.07524510471815817,0.8009088523685932,0.9999969191849232,7
gated,source-pinned-noise-fifo,40,80,err_both_source_and_noise_rate,0.017857142857142856,0.04724555912615341,0.0,0.125,7
gated,source-pinned-noise-fifo,40,80,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,80,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,80,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,80,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,80,eval_acc,0.9999441962156977,0.00014764293548015544,0.999609373509884,1.0,7
gated,source-pinned-noise-fifo,40,80,eval_error_rate,5.5803571428571434e-05,0.0001476423722692294,0.0,0.000390625,7
gated,source-pinned-noise-fifo,40,80,mem_noise_entries,40.0,0.0,40.0,40.0,7
gated,source-pinned-noise-fifo,40,80,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,80,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,40,80,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,40,100,acc_mean_tail,0.996516969186919,0.000524722216687305,0.9957812579870224,0.9973562532663344,7
gated,source-pinned-noise-fifo,40,100,attn_entropy,0.051200664602220024,0.01938345416787269,0.0296640349552035,0.0881823031231761,7
gated,source-pinned-noise-fifo,40,100,attn_mass_noise,0.028451317598842646,0.07524510310143583,3.094248839374813e-06,0.1990911699831485,7
gated,source-pinned-noise-fifo,40,100,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,100,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,100,attn_mass_source,0.9715487084218434,0.07524510471815817,0.8009088523685932,0.9999969191849232,7
gated,source-pinned-noise-fifo,40,100,err_both_source_and_noise_rate,0.017857142857142856,0.04724555912615341,0.0,0.125,7
gated,source-pinned-noise-fifo,40,100,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,100,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,100,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,100,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,100,eval_acc,0.9999441962156977,0.00014764293548015544,0.999609373509884,1.0,7
gated,source-pinned-noise-fifo,40,100,eval_error_rate,5.5803571428571434e-05,0.0001476423722692294,0.0,0.000390625,7
gated,source-pinned-noise-fifo,40,100,mem_noise_entries,40.0,0.0,40.0,40.0,7
gated,source-pinned-noise-fifo,40,100,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,40,100,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,40,100,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,80,20,acc_mean_tail,0.9968607177053179,0.000787777070995238,0.9957687550783156,0.9978000012636185,7
gated,source-pinned-noise-fifo,80,20,attn_entropy,0.034974450628007074,0.006342527806456827,0.0238895447691902,0.0415302412584424,7
gated,source-pinned-noise-fifo,80,20,attn_mass_noise,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,20,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,20,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,20,attn_mass_source,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,80,20,err_both_source_and_noise_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,20,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,20,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,20,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,20,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,20,eval_acc,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,80,20,eval_error_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,20,mem_noise_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,20,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,20,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,80,20,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,80,25,acc_mean_tail,0.9962964341470173,0.0007399826462332399,0.995537506699562,0.9975312535762788,7
gated,source-pinned-noise-fifo,80,25,attn_entropy,0.03559295149586557,0.010415760326231961,0.0192368121352046,0.0475049328524619,7
gated,source-pinned-noise-fifo,80,25,attn_mass_noise,4.325179811611893e-05,3.3648518326174394e-05,7.309408232458736e-06,9.499114366917638e-05,7
gated,source-pinned-noise-fifo,80,25,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,25,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,25,attn_mass_source,0.999956764280796,3.363796032068737e-05,0.9999050535261632,0.999992698431015,7
gated,source-pinned-noise-fifo,80,25,err_both_source_and_noise_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,25,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,25,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,25,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,25,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,25,eval_acc,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,80,25,eval_error_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,25,mem_noise_entries,5.0,0.0,5.0,5.0,7
gated,source-pinned-noise-fifo,80,25,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,25,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,80,25,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,80,30,acc_mean_tail,0.9962875054563796,0.0005818194658187421,0.9953812565803528,0.9969750037193298,7
gated,source-pinned-noise-fifo,80,30,attn_entropy,0.03949770196673589,0.009511028583280299,0.0286038162885233,0.056410253746435,7
gated,source-pinned-noise-fifo,80,30,attn_mass_noise,8.348919843724292e-06,5.562489504197077e-06,2.162299225005881e-06,1.573647227814945e-05,7
gated,source-pinned-noise-fifo,80,30,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,30,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,30,attn_mass_source,0.999991665993418,5.555931067717595e-06,0.9999842941761016,0.9999978393316268,7
gated,source-pinned-noise-fifo,80,30,err_both_source_and_noise_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,30,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,30,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,30,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,30,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,30,eval_acc,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,80,30,eval_error_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,30,mem_noise_entries,10.0,0.0,10.0,10.0,7
gated,source-pinned-noise-fifo,80,30,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,30,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,80,30,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,80,40,acc_mean_tail,0.9963973259244646,0.0007781661875110897,0.9953937553167344,0.9972187526226044,7
gated,source-pinned-noise-fifo,80,40,attn_entropy,0.03932910427517651,0.01063367529877637,0.0277909269789233,0.0568933968897908,7
gated,source-pinned-noise-fifo,80,40,attn_mass_noise,0.0002785992002348555,0.0006832713159782411,1.7029279320013302e-06,0.0018272616582635,7
gated,source-pinned-noise-fifo,80,40,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,40,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,40,attn_mass_source,0.999721422791481,0.0006832766059639936,0.9981727488338948,0.9999983236193656,7
gated,source-pinned-noise-fifo,80,40,err_both_source_and_noise_rate,0.008928571428571428,0.023622779563076703,0.0,0.0625,7
gated,source-pinned-noise-fifo,80,40,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,40,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,40,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,40,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,40,eval_acc,0.9999720981078488,7.382146774007386e-05,0.999804686754942,1.0,7
gated,source-pinned-noise-fifo,80,40,eval_error_rate,2.7901785714285717e-05,7.38211861346147e-05,0.0,0.0001953125,7
gated,source-pinned-noise-fifo,80,40,mem_noise_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,80,40,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,40,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,80,40,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,80,60,acc_mean_tail,0.9958660776444843,0.00036945216238106724,0.9954812564849852,0.9965375049114228,7
gated,source-pinned-noise-fifo,80,60,attn_entropy,0.0455476763724748,0.008261501587797425,0.0362753998488187,0.0565211134962737,7
gated,source-pinned-noise-fifo,80,60,attn_mass_noise,1.0058386122478527e-05,1.6207652979653322e-05,1.912706824924726e-06,4.6626547828054754e-05,7
gated,source-pinned-noise-fifo,80,60,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,60,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,60,attn_mass_source,0.9999899683254105,1.621074608038817e-05,0.999953392893076,0.9999981224536896,7
gated,source-pinned-noise-fifo,80,60,err_both_source_and_noise_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,60,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,60,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,60,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,60,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,60,eval_acc,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,80,60,eval_error_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,60,mem_noise_entries,40.0,0.0,40.0,40.0,7
gated,source-pinned-noise-fifo,80,60,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,60,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,80,60,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,80,80,acc_mean_tail,0.9960321484122959,0.0006616566385481334,0.9950000089406968,0.9971750025749206,7
gated,source-pinned-noise-fifo,80,80,attn_entropy,0.052171326841094615,0.00932851338453747,0.0365297892130911,0.0636808120179921,7
gated,source-pinned-noise-fifo,80,80,attn_mass_noise,1.823545310587958e-05,1.6936370241329686e-05,6.266412611921624e-06,5.35039350779698e-05,7
gated,source-pinned-noise-fifo,80,80,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,80,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,80,attn_mass_source,0.9999817950384957,1.694039031186908e-05,0.9999465234577656,0.9999937638640404,7
gated,source-pinned-noise-fifo,80,80,err_both_source_and_noise_rate,0.017857142857142856,0.04724555912615341,0.0,0.125,7
gated,source-pinned-noise-fifo,80,80,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,80,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,80,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,80,err_source_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,80,eval_acc,0.9999441962156977,0.00014764293548013096,0.999609373509884,1.0,7
gated,source-pinned-noise-fifo,80,80,eval_error_rate,5.5803571428571434e-05,0.0001476423722692294,0.0,0.000390625,7
gated,source-pinned-noise-fifo,80,80,mem_noise_entries,60.0,0.0,60.0,60.0,7
gated,source-pinned-noise-fifo,80,80,mem_sep_entries,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,80,mem_source_entries,20.0,0.0,20.0,20.0,7
gated,source-pinned-noise-fifo,80,80,source_survival_rate,1.0,0.0,1.0,1.0,7
gated,source-pinned-noise-fifo,80,100,acc_mean_tail,0.9955982208933148,0.0009280736382956913,0.9943500096797944,0.996750004053116,7
gated,source-pinned-noise-fifo,80,100,attn_entropy,0.06645087265808665,0.03132228765161153,0.0404515445698052,0.1244073542766273,7
gated,source-pinned-noise-fifo,80,100,attn_mass_noise,0.07852580787998217,0.1148511099753006,1.2522676968274029e-05,0.2997420076280832,7
gated,source-pinned-noise-fifo,80,100,attn_mass_other,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,100,attn_mass_sep,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,100,attn_mass_source,0.9214742220938206,0.11485111166614238,0.700258020311594,0.9999875016510488,7
gated,source-pinned-noise-fifo,80,100,err_both_source_and_noise_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,100,err_noise_only_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,100,err_other_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,100,err_sep_rate,0.0,0.0,0.0,0.0,7
gated,source-pinned-noise-fifo,80,100,err_source_only_rate,0.008928571428571428,0.023622779563076703,0.0,0.0625,7
gated,source-pinned-noise-fifo,80,100,eval_acc,0.9999720981078488,7.382146774005079e-05,0.999804686754942,1.0,7
gated,source-pinned-noise-fifo,80,100,eval_error_rate,2.7901785714285717e-05,7.38211861346147e-05,0.0,0.0001953125,7
gated,source-pinned-noise-fifo,80,100,mem_noise_entries,80.0,0.0,80.0,80.0,7
